transaction_id,date,product_id,store_id,customer_id,quantity,discount,returned,month,year
T0029981,1/6/2020,P006586,S003,C009028,2.0,0.20,0.0,1,2020
T0029982,9/26/2024,P039626,S004,C005711,3.0,0.00,1.0,9,2024
T0029983,3/29/2023,P010448,S004,C005832,2.0,0.00,0.0,3,2023
T0029984,10/16/2020,P046061,S004,C020482,3.0,0.10,0.0,10,2020
T0029985,9/15/2020,P033588,S001,C022427,1.0,0.00,0.0,9,2020
T0029986,9/25/2024,P016591,S003,C003002,1.0,0.00,0.0,9,2024
T0029987,11/16/2024,P042128,S001,C014760,1.0,0.00,0.0,11,2024
T0029988,1/21/2022,P026672,S002,C014370,3.0,0.00,0.0,1,2022
T0029989,10/14/2022,P010085,S002,C011875,4.0,0.00,0.0,10,2022
T0029990,8/27/2024,P033626,S005,C009171,4.0,0.00,0.0,8,2024
T0029991,1/1/2020,P046799,S002,C001081,1.0,0.30,0.0,1,2020
T0029992,12/25/2023,P018318,S002,C024549,1.0,0.00,0.0,12,2023
T0029993,3/22/2023,P028612,S001,C021304,2.0,0.00,0.0,3,2023
T0029994,2/6/2020,P023349,S003,C020721,3.0,0.20,0.0,2,2020
T0029995,2/12/2024,P033679,S002,C007135,2.0,0.00,0.0,2,2024
T0029996,4/11/2020,P034828,S002,C023992,3.0,0.10,0.0,4,2020
T0029997,5/9/2020,P029785,S005,C018354,1.0,0.00,0.0,5,2020
T0029998,7/18/2023,P023253,S005,C019601,3.0,0.00,0.0,7,2023
T0029999,3/28/2022,P024675,S005,C003144,1.0,0.00,0.0,3,2022
T0030000,3/25/2021,P023405,S005,C005067,3.0,0.00,0.0,3,2021
T0030001,12/13/2023,P022909,S002,C008875,3.0,0.00,0.0,12,2023
T0030003,4/19/2022,P022069,S004,C016046,2.0,0.10,0.0,4,2022
T0030004,7/17/2021,P023695,S003,C014487,1.0,0.00,0.0,7,2021
T0030005,4/18/2020,P019579,S001,C006206,1.0,0.00,0.0,4,2020
T0030006,7/29/2022,P047004,S002,C017253,4.0,0.00,0.0,7,2022
T0030007,12/17/2020,P010068,S001,C000509,2.0,0.00,0.0,12,2020
T0030008,3/8/2021,P031755,S001,C012960,3.0,0.00,0.0,3,2021
T0030009,8/21/2024,P002537,S005,C004322,2.0,0.10,0.0,8,2024
T0030010,10/5/2020,P006032,S003,C009304,2.0,0.00,0.0,10,2020
T0030011,7/24/2021,P022985,S005,C008452,3.0,0.00,0.0,7,2021
T0030012,10/1/2024,P029794,S005,C002122,1.0,0.00,0.0,10,2024
T0030013,11/5/2024,P010363,S001,C002250,2.0,0.10,0.0,11,2024
T0030014,8/20/2022,P001379,S005,C015110,3.0,0.00,1.0,8,2022
T0030015,12/29/2020,P010033,S002,C015299,3.0,0.00,0.0,12,2020
T0030016,10/27/2022,P020328,S005,C007500,3.0,0.00,0.0,10,2022
T0030017,11/29/2020,P040195,S005,C021390,3.0,0.00,1.0,11,2020
T0030018,2/20/2023,P040027,S005,C000860,2.0,0.30,0.0,2,2023
T0030019,6/5/2023,P049307,S001,C002255,4.0,0.00,0.0,6,2023
T0030021,12/22/2024,P032201,S001,C015504,3.0,0.00,0.0,12,2024
T0030022,1/16/2024,P028131,S002,C013148,3.0,0.00,0.0,1,2024
T0030023,12/18/2024,P046515,S003,C000073,3.0,0.00,0.0,12,2024
T0030024,5/31/2024,P013423,S003,C005727,3.0,0.00,0.0,5,2024
T0030025,7/27/2021,P014716,S001,C012375,3.0,0.00,0.0,7,2021
T0030026,1/11/2020,P011375,S004,C012211,3.0,0.30,0.0,1,2020
T0030027,4/29/2020,P023884,S005,C002642,1.0,0.00,0.0,4,2020
T0030028,7/1/2020,P031120,S004,C010602,2.0,0.00,0.0,7,2020
T0030029,9/21/2022,P046765,S005,C002575,3.0,0.10,0.0,9,2022
T0030030,12/1/2022,P016428,S003,C005964,2.0,0.10,0.0,12,2022
T0030031,8/28/2023,P030916,S004,C023587,4.0,0.00,1.0,8,2023
T0030032,7/30/2024,P048137,S002,C006727,2.0,0.00,0.0,7,2024
T0030033,11/24/2022,P020471,S005,C024549,1.0,0.00,0.0,11,2022
T0030034,1/9/2021,P005110,S003,C017867,1.0,0.20,0.0,1,2021
T0030035,11/25/2020,P028982,S005,C013992,2.0,0.10,1.0,11,2020
T0030036,11/11/2023,P002709,S001,C005821,1.0,0.00,0.0,11,2023
T0030037,6/20/2021,P027912,S004,C019469,2.0,0.00,0.0,6,2021
T0030038,1/8/2024,P003532,S003,C011778,3.0,0.00,0.0,1,2024
T0030039,7/15/2022,P011260,S004,C023593,3.0,0.00,0.0,7,2022
T0030040,5/7/2021,P031293,S003,C005389,4.0,0.10,0.0,5,2021
T0030041,7/3/2020,P044931,S005,C017726,1.0,0.00,0.0,7,2020
T0030042,10/6/2020,P014093,S004,C012928,1.0,0.10,0.0,10,2020
T0030043,5/9/2022,P034544,S003,C017738,3.0,0.20,0.0,5,2022
T0030044,5/28/2020,P033701,S004,C004707,3.0,0.00,0.0,5,2020
T0030045,3/8/2022,P005705,S002,C004180,2.0,0.30,1.0,3,2022
T0030046,1/15/2023,P005525,S002,C005674,1.0,0.00,0.0,1,2023
T0030047,6/15/2024,P023142,S002,C021322,4.0,0.10,0.0,6,2024
T0030048,4/30/2024,P004279,S001,C021474,4.0,0.30,0.0,4,2024
T0030049,2/3/2022,P048030,S003,C012022,4.0,0.00,0.0,2,2022
T0030050,1/13/2020,P047812,S004,C010821,3.0,0.10,0.0,1,2020
T0030051,9/13/2022,P036412,S005,C020644,2.0,0.30,0.0,9,2022
T0030052,5/14/2020,P026743,S003,C009068,3.0,0.00,0.0,5,2020
T0030053,4/30/2020,P022025,S002,C023823,3.0,0.10,0.0,4,2020
T0030054,5/29/2024,P040535,S004,C010287,4.0,0.00,1.0,5,2024
T0030055,12/20/2021,P049390,S004,C007606,3.0,0.00,0.0,12,2021
T0030056,2/25/2023,P013879,S005,C021264,3.0,0.00,0.0,2,2023
T0030057,8/6/2023,P004872,S005,C000094,4.0,0.20,1.0,8,2023
T0030058,11/30/2023,P004514,S001,C020639,1.0,0.00,0.0,11,2023
T0030059,3/22/2024,P007697,S002,C006526,4.0,0.00,0.0,3,2024
T0030060,4/30/2020,P042749,S004,C004664,2.0,0.00,0.0,4,2020
T0030061,7/6/2020,P045825,S005,C020411,2.0,0.00,0.0,7,2020
T0030062,8/25/2020,P024010,S005,C022266,4.0,0.00,0.0,8,2020
T0030063,3/22/2023,P027968,S001,C001079,3.0,0.00,0.0,3,2023
T0030064,1/31/2022,P018007,S003,C000121,1.0,0.00,0.0,1,2022
T0030065,1/3/2020,P005254,S002,C014227,3.0,0.00,1.0,1,2020
T0030066,6/4/2023,P048283,S003,C022930,2.0,0.00,0.0,6,2023
T0030067,12/30/2020,P043883,S003,C001174,3.0,0.10,0.0,12,2020
T0030068,9/24/2024,P004359,S003,C011587,1.0,0.00,0.0,9,2024
T0030069,8/7/2022,P027537,S002,C005338,3.0,0.00,0.0,8,2022
T0030070,12/19/2024,P038407,S001,C018873,3.0,0.00,0.0,12,2024
T0030071,7/11/2024,P006977,S004,C015360,3.0,0.00,0.0,7,2024
T0030072,8/11/2020,P028481,S002,C007716,1.0,0.00,0.0,8,2020
T0030073,7/29/2024,P042453,S003,C021106,2.0,0.10,0.0,7,2024
T0030074,9/7/2023,P023331,S005,C001197,3.0,0.10,0.0,9,2023
T0030075,6/25/2020,P023752,S004,C007120,3.0,0.00,0.0,6,2020
T0030076,10/7/2021,P016897,S005,C024211,3.0,0.00,0.0,10,2021
T0030077,1/15/2021,P028117,S005,C005559,3.0,0.00,0.0,1,2021
T0030078,5/25/2022,P045589,S003,C022429,2.0,0.00,0.0,5,2022
T0030079,6/14/2020,P008585,S001,C018605,4.0,0.00,0.0,6,2020
T0030080,3/10/2024,P046050,S001,C014468,4.0,0.20,0.0,3,2024
T0030081,12/7/2024,P023274,S005,C015055,4.0,0.00,0.0,12,2024
T0030082,3/30/2020,P040288,S001,C008953,1.0,0.00,0.0,3,2020
T0030083,3/3/2024,P030091,S004,C021845,4.0,0.00,0.0,3,2024
T0030085,4/10/2021,P049994,S003,C016051,3.0,0.20,0.0,4,2021
T0030086,7/31/2024,P041742,S003,C020615,1.0,0.20,0.0,7,2024
T0030089,6/21/2022,P008333,S005,C021159,1.0,0.00,0.0,6,2022
T0030090,4/19/2020,P027000,S001,C024362,4.0,0.00,1.0,4,2020
T0030092,3/12/2023,P015806,S001,C019247,4.0,0.00,0.0,3,2023
T0030093,10/5/2020,P022442,S004,C008660,2.0,0.00,0.0,10,2020
T0030094,2/12/2021,P007552,S004,C020873,2.0,0.00,0.0,2,2021
T0030095,3/30/2020,P045790,S002,C012184,4.0,0.00,0.0,3,2020
T0030096,3/8/2020,P036135,S005,C012122,4.0,0.10,0.0,3,2020
T0030097,8/4/2022,P036968,S004,C017260,2.0,0.00,0.0,8,2022
T0030098,5/25/2020,P024018,S001,C015611,1.0,0.00,0.0,5,2020
T0030099,7/16/2024,P025783,S002,C015591,4.0,0.00,0.0,7,2024
T0030101,4/30/2023,P033107,S001,C002988,3.0,0.00,1.0,4,2023
T0030102,10/4/2021,P049303,S003,C016126,4.0,0.00,0.0,10,2021
T0030103,10/25/2023,P049681,S004,C021470,3.0,0.00,0.0,10,2023
T0030104,1/31/2020,P036913,S004,C022686,1.0,0.00,0.0,1,2020
T0030105,1/10/2020,P004169,S002,C008406,4.0,0.10,0.0,1,2020
T0030106,9/17/2022,P029176,S004,C002271,2.0,0.00,0.0,9,2022
T0030107,6/9/2021,P043501,S002,C005809,1.0,0.00,0.0,6,2021
T0030108,12/5/2023,P029204,S004,C019586,3.0,0.20,0.0,12,2023
T0030109,8/26/2024,P037148,S005,C013915,1.0,0.10,1.0,8,2024
T0030110,8/31/2023,P042077,S004,C014341,3.0,0.00,0.0,8,2023
T0030111,6/26/2020,P047276,S004,C002972,4.0,0.20,0.0,6,2020
T0030112,12/1/2024,P048950,S002,C000458,3.0,0.00,0.0,12,2024
T0030113,10/29/2022,P016468,S002,C024520,1.0,0.00,0.0,10,2022
T0030114,3/21/2023,P016525,S002,C024378,2.0,0.10,0.0,3,2023
T0030115,5/27/2024,P029119,S003,C012356,4.0,0.00,1.0,5,2024
T0030116,10/1/2021,P012258,S001,C014041,2.0,0.10,0.0,10,2021
T0030117,2/24/2023,P022461,S002,C007590,4.0,0.00,0.0,2,2023
T0030118,12/27/2023,P019598,S001,C020022,2.0,0.10,0.0,12,2023
T0030120,12/2/2023,P017103,S005,C011625,2.0,0.30,0.0,12,2023
T0030121,8/23/2021,P008531,S005,C011848,4.0,0.20,0.0,8,2021
T0030123,7/18/2024,P028951,S003,C003868,2.0,0.00,0.0,7,2024
T0030124,8/15/2023,P024361,S004,C018052,4.0,0.00,0.0,8,2023
T0030125,10/15/2020,P026347,S001,C024828,3.0,0.00,0.0,10,2020
T0030126,6/21/2024,P049673,S003,C015687,4.0,0.20,0.0,6,2024
T0030127,3/8/2023,P036527,S005,C023532,1.0,0.00,0.0,3,2023
T0030128,12/4/2022,P040266,S001,C016240,3.0,0.00,0.0,12,2022
T0030129,8/17/2022,P020302,S003,C013867,2.0,0.00,1.0,8,2022
T0030130,4/26/2022,P999999,S004,C017375,2.0,0.30,0.0,4,2022
T0030131,4/29/2023,P001917,S002,C011854,4.0,0.00,0.0,4,2023
T0030132,2/11/2023,P034154,S001,C015747,4.0,0.00,0.0,2,2023
T0030133,3/19/2023,P007006,S004,C020207,4.0,0.00,0.0,3,2023
T0030134,3/12/2021,P032942,S005,C004286,4.0,0.00,0.0,3,2021
T0030135,11/6/2024,P007802,S001,C008020,3.0,0.00,0.0,11,2024
T0030136,10/22/2024,P007133,S004,C018917,4.0,0.00,0.0,10,2024
T0030137,4/24/2022,P003707,S004,C015581,4.0,0.00,0.0,4,2022
T0030138,12/6/2021,P039675,S002,C005451,4.0,0.00,0.0,12,2021
T0030139,9/26/2020,P005376,S002,C005363,3.0,0.00,0.0,9,2020
T0030140,5/3/2023,P020967,S001,C023435,3.0,0.00,0.0,5,2023
T0030141,6/10/2021,P031850,S002,C004311,1.0,0.00,0.0,6,2021
T0030142,7/25/2021,P019572,S002,C014101,2.0,0.30,0.0,7,2021
T0030143,8/25/2022,P016941,S001,C003256,3.0,0.00,0.0,8,2022
T0030144,4/17/2024,P036821,S001,C011438,1.0,0.00,0.0,4,2024
T0030145,8/24/2020,P016291,S001,C004358,4.0,0.00,0.0,8,2020
T0030146,4/26/2022,P013162,S005,C012596,4.0,0.00,0.0,4,2022
T0030147,9/8/2024,P011302,S005,C013757,4.0,0.10,0.0,9,2024
T0030148,2/9/2024,P047364,S003,C017790,4.0,0.00,0.0,2,2024
T0030149,6/29/2020,P001440,S003,C006940,4.0,0.00,1.0,6,2020
T0030150,7/2/2023,P030978,S003,C016908,4.0,0.10,1.0,7,2023
T0030151,6/12/2024,P035823,S005,C000355,2.0,0.00,0.0,6,2024
T0030152,1/16/2024,P026988,S001,C005044,3.0,0.30,0.0,1,2024
T0030153,11/20/2022,P011096,S001,C011502,1.0,0.00,0.0,11,2022
T0030154,10/16/2020,P023429,S004,C016581,1.0,0.20,0.0,10,2020
T0030155,8/29/2022,P040243,S005,C009228,4.0,0.00,0.0,8,2022
T0030156,2/18/2021,P001874,S001,C007269,3.0,0.00,0.0,2,2021
T0030157,7/6/2024,P026827,S002,C016116,1.0,0.10,0.0,7,2024
T0030158,9/28/2021,P002541,S002,C009557,1.0,0.00,0.0,9,2021
T0030159,7/18/2024,P014757,S001,C008780,3.0,0.00,0.0,7,2024
T0030160,1/7/2023,P022928,S002,C022755,3.0,0.00,0.0,1,2023
T0030161,6/18/2020,P024637,S001,C003689,2.0,0.00,0.0,6,2020
T0030162,3/12/2021,P013399,S001,C016486,3.0,0.00,0.0,3,2021
T0030163,4/27/2024,P036278,S003,C015182,4.0,0.00,0.0,4,2024
T0030164,1/25/2024,P048040,S004,C019699,4.0,0.10,0.0,1,2024
T0030165,5/3/2024,P022581,S002,C001080,2.0,0.00,0.0,5,2024
T0030166,5/24/2020,P017270,S003,C022680,4.0,0.00,1.0,5,2020
T0030167,3/13/2020,P008561,S002,C018885,2.0,0.00,0.0,3,2020
T0030168,6/12/2021,P020565,S002,C024721,1.0,0.30,0.0,6,2021
T0030169,11/11/2021,P014541,S003,C000764,3.0,0.20,0.0,11,2021
T0030170,4/2/2020,P045188,S003,C014093,1.0,0.00,0.0,4,2020
T0030171,11/10/2020,P006230,S004,C014345,4.0,0.00,0.0,11,2020
T0030172,12/21/2021,P016551,S003,C000872,3.0,0.00,0.0,12,2021
T0030173,5/5/2024,P036434,S003,C013870,4.0,0.00,0.0,5,2024
T0030174,2/23/2023,P007007,S005,C008896,3.0,0.00,0.0,2,2023
T0030175,9/21/2023,P034353,S002,C022222,2.0,0.10,0.0,9,2023
T0030176,6/4/2023,P018492,S004,C013288,2.0,0.30,0.0,6,2023
T0030177,4/5/2022,P048061,S004,C013015,1.0,0.00,0.0,4,2022
T0030178,3/30/2021,P041379,S004,C017128,1.0,0.20,0.0,3,2021
T0030179,11/3/2023,P041317,S003,C020920,1.0,0.00,0.0,11,2023
T0030180,1/10/2021,P020795,S003,C014640,4.0,0.10,1.0,1,2021
T0030181,5/20/2020,P024558,S004,C001852,3.0,0.00,0.0,5,2020
T0030182,8/17/2022,P026033,S001,C012706,3.0,0.20,0.0,8,2022
T0030183,8/30/2021,P000489,S004,C016783,4.0,0.00,1.0,8,2021
T0030184,3/12/2021,P041693,S003,C009206,2.0,0.00,0.0,3,2021
T0030185,12/10/2024,P005856,S004,C015059,2.0,0.10,0.0,12,2024
T0030186,5/23/2024,P030360,S004,C024586,1.0,0.00,0.0,5,2024
T0030187,6/7/2024,P016967,S002,C015616,4.0,0.00,0.0,6,2024
T0030188,1/31/2024,P017834,S005,C014078,1.0,0.00,0.0,1,2024
T0030189,1/7/2022,P007852,S001,C020852,3.0,0.00,0.0,1,2022
T0030190,6/15/2022,P043407,S004,C021650,3.0,0.00,0.0,6,2022
T0030191,6/8/2021,P033258,S004,C002537,1.0,0.00,1.0,6,2021
T0030193,4/13/2024,P001599,S002,C020917,4.0,0.10,0.0,4,2024
T0030194,12/9/2024,P028399,S003,C021304,3.0,0.10,0.0,12,2024
T0030195,8/14/2024,P013924,S002,C022914,1.0,0.10,0.0,8,2024
T0030196,5/10/2021,P022179,S004,C012399,2.0,0.10,0.0,5,2021
T0030197,11/21/2021,P034096,S004,C020279,3.0,0.00,0.0,11,2021
T0030198,11/19/2024,P026334,S005,C002785,2.0,0.00,0.0,11,2024
T0030199,11/6/2020,P041869,S003,C013089,3.0,0.00,0.0,11,2020
T0030200,5/11/2022,P000592,S001,C021882,1.0,0.00,0.0,5,2022
T0030201,12/21/2022,P034953,S003,C007411,3.0,0.00,0.0,12,2022
T0030202,5/3/2020,P015913,S005,C015768,4.0,0.00,0.0,5,2020
T0030203,4/10/2022,P020876,S005,C024719,2.0,0.00,1.0,4,2022
T0030204,10/31/2024,P031029,S005,C019860,1.0,0.00,0.0,10,2024
T0030205,7/13/2021,P045880,S005,C009265,2.0,0.00,0.0,7,2021
T0030206,1/22/2023,P049061,S001,C013074,1.0,0.10,0.0,1,2023
T0030207,6/10/2022,P025667,S001,C001611,3.0,0.10,0.0,6,2022
T0030208,3/20/2020,P048184,S004,C021155,3.0,0.10,0.0,3,2020
T0030209,3/6/2024,P009896,S005,C018135,3.0,0.00,0.0,3,2024
T0030210,5/29/2022,P043761,S001,C021485,2.0,0.10,0.0,5,2022
T0030211,7/6/2022,P003950,S005,C015022,4.0,0.00,0.0,7,2022
T0030212,1/31/2021,P027964,S003,C015381,1.0,0.00,0.0,1,2021
T0030213,4/19/2023,P044159,S005,C000588,3.0,0.00,0.0,4,2023
T0030214,1/27/2023,P042379,S004,C013940,3.0,0.00,0.0,1,2023
T0030215,3/24/2021,P006446,S001,C021712,2.0,0.20,1.0,3,2021
T0030216,1/9/2024,P014758,S002,C024492,3.0,0.10,0.0,1,2024
T0030217,5/29/2021,P029286,S004,C024595,4.0,0.30,0.0,5,2021
T0030218,12/29/2024,P038628,S002,C020529,4.0,0.00,0.0,12,2024
T0030219,9/5/2021,P045224,S002,C001420,1.0,0.00,0.0,9,2021
T0030220,1/14/2023,P030087,S004,C014860,3.0,0.10,0.0,1,2023
T0030221,10/27/2022,P028187,S003,C001466,1.0,0.20,0.0,10,2022
T0030222,2/3/2021,P999999,S004,C015585,2.0,0.00,0.0,2,2021
T0030224,9/13/2021,P034624,S004,C000156,3.0,0.20,1.0,9,2021
T0030225,12/28/2020,P004546,S004,C013295,4.0,0.00,0.0,12,2020
T0030226,10/13/2021,P034341,S005,C023195,4.0,0.00,1.0,10,2021
T0030227,6/26/2024,P037050,S002,C007145,4.0,0.00,0.0,6,2024
T0030228,4/11/2021,P034611,S002,C013004,1.0,0.00,0.0,4,2021
T0030229,2/22/2022,P028805,S002,C011716,2.0,0.00,0.0,2,2022
T0030230,6/21/2024,P010257,S005,C014179,3.0,0.00,0.0,6,2024
T0030231,7/15/2023,P025735,S004,C023637,4.0,0.00,0.0,7,2023
T0030232,10/6/2024,P028719,S004,C022485,1.0,0.00,1.0,10,2024
T0030233,9/2/2021,P015031,S002,C001959,3.0,0.00,0.0,9,2021
T0030234,4/11/2022,P013858,S005,C007178,3.0,0.00,0.0,4,2022
T0030235,10/9/2020,P047866,S002,C022680,1.0,0.00,0.0,10,2020
T0030236,1/11/2023,P038826,S002,C015099,3.0,0.00,0.0,1,2023
T0030237,4/7/2020,P012981,S005,C000001,2.0,0.00,1.0,4,2020
T0030238,11/8/2021,P000769,S002,C003003,3.0,0.20,0.0,11,2021
T0030239,11/15/2021,P013264,S005,C010786,3.0,0.10,0.0,11,2021
T0030240,4/18/2020,P022499,S001,C016178,1.0,0.00,0.0,4,2020
T0030241,7/1/2022,P008464,S001,C006278,2.0,0.10,0.0,7,2022
T0030242,7/29/2024,P026543,S005,C008083,1.0,0.30,0.0,7,2024
T0030243,6/28/2022,P021486,S001,C006171,1.0,0.00,0.0,6,2022
T0030244,7/20/2021,P037711,S001,C001526,4.0,0.00,1.0,7,2021
T0030245,12/14/2023,P013298,S004,C001495,1.0,0.00,0.0,12,2023
T0030246,4/12/2020,P029942,S005,C023485,2.0,0.00,0.0,4,2020
T0030248,1/7/2022,P001751,S005,C020260,2.0,0.10,0.0,1,2022
T0030249,7/8/2022,P045355,S001,C006277,4.0,0.00,0.0,7,2022
T0030250,6/23/2023,P045544,S003,C013740,3.0,0.10,0.0,6,2023
T0030251,11/18/2021,P007842,S005,C008312,2.0,0.10,0.0,11,2021
T0030252,12/22/2021,P004306,S002,C016956,3.0,0.20,1.0,12,2021
T0030253,6/12/2020,P035561,S003,C012492,3.0,0.10,0.0,6,2020
T0030254,1/15/2022,P047444,S001,C019575,1.0,0.00,0.0,1,2022
T0030255,3/24/2022,P036485,S004,C006160,4.0,0.00,0.0,3,2022
T0030256,11/22/2020,P042291,S005,C007049,2.0,0.00,0.0,11,2020
T0030257,2/25/2021,P032124,S004,C013320,1.0,0.00,0.0,2,2021
T0030258,3/2/2023,P023097,S004,C012503,2.0,0.00,0.0,3,2023
T0030259,1/9/2021,P022595,S004,C023880,3.0,0.00,0.0,1,2021
T0030260,2/2/2024,P000022,S001,C014766,4.0,0.10,0.0,2,2024
T0030261,8/15/2024,P014830,S004,C005082,4.0,0.00,0.0,8,2024
T0030262,1/20/2020,P032929,S005,C000313,3.0,0.00,0.0,1,2020
T0030263,5/1/2023,P038797,S004,C000045,3.0,0.00,0.0,5,2023
T0030264,3/10/2020,P015307,S003,C007378,1.0,0.10,0.0,3,2020
T0030265,1/12/2023,P028975,S004,C018963,3.0,0.00,0.0,1,2023
T0030266,11/13/2021,P041817,S001,C017926,1.0,0.10,0.0,11,2021
T0030267,4/17/2024,P042617,S005,C004637,4.0,0.00,0.0,4,2024
T0030268,10/26/2021,P023007,S005,C016163,1.0,0.10,0.0,10,2021
T0030269,8/7/2020,P042253,S005,C015520,1.0,0.20,0.0,8,2020
T0030270,3/28/2020,P011835,S002,C024710,1.0,0.00,0.0,3,2020
T0030271,10/7/2022,P010061,S005,C014424,4.0,0.10,1.0,10,2022
T0030272,7/12/2023,P047974,S004,C000548,4.0,0.20,0.0,7,2023
T0030273,12/4/2023,P003668,S001,C023307,1.0,0.20,0.0,12,2023
T0030274,9/25/2021,P048049,S005,C018070,4.0,0.10,0.0,9,2021
T0030275,2/5/2024,P039048,S002,C013952,3.0,0.10,0.0,2,2024
T0030276,2/26/2020,P022928,S002,C020130,2.0,0.20,0.0,2,2020
T0030277,9/26/2023,P009492,S002,C001474,4.0,0.00,0.0,9,2023
T0030278,5/13/2023,P000904,S005,C018226,4.0,0.00,0.0,5,2023
T0030279,7/27/2020,P033795,S005,C007206,1.0,0.20,0.0,7,2020
T0030280,12/26/2024,P043275,S003,C019988,4.0,0.00,1.0,12,2024
T0030281,4/23/2021,P032223,S002,C024695,4.0,0.00,0.0,4,2021
T0030282,7/23/2020,P047811,S001,C017865,3.0,0.00,0.0,7,2020
T0030283,6/19/2020,P015869,S002,C020259,1.0,0.00,0.0,6,2020
T0030284,7/24/2020,P012522,S005,C015192,3.0,0.00,0.0,7,2020
T0030285,8/5/2022,P014999,S001,C008837,2.0,0.00,0.0,8,2022
T0030286,5/14/2024,P034937,S003,C009405,3.0,0.20,0.0,5,2024
T0030288,3/5/2022,P045445,S001,C012927,2.0,0.10,0.0,3,2022
T0030289,7/13/2020,P016646,S002,C017171,3.0,0.00,1.0,7,2020
T0030290,5/15/2023,P006913,S001,C016684,2.0,0.00,0.0,5,2023
T0030291,11/7/2023,P035117,S001,C015473,1.0,0.00,0.0,11,2023
T0030292,2/9/2020,P033266,S001,C024144,3.0,0.20,0.0,2,2020
T0030293,10/18/2020,P005857,S003,C007028,3.0,0.20,0.0,10,2020
T0030294,11/3/2021,P045657,S003,C005401,1.0,0.00,0.0,11,2021
T0030295,7/7/2024,P043619,S004,C017916,3.0,0.00,1.0,7,2024
T0030296,8/27/2021,P042200,S001,C016804,3.0,0.10,0.0,8,2021
T0030297,12/13/2023,P000145,S004,C018226,4.0,0.00,0.0,12,2023
T0030298,6/30/2022,P018197,S005,C000305,1.0,0.00,0.0,6,2022
T0030299,10/28/2023,P015918,S005,C020625,1.0,0.10,0.0,10,2023
T0030300,3/7/2022,P004250,S001,C008658,2.0,0.10,0.0,3,2022
T0030301,4/20/2020,P041582,S003,C019855,4.0,0.00,0.0,4,2020
T0030302,11/7/2023,P010863,S004,C011218,4.0,0.00,0.0,11,2023
T0030303,12/10/2023,P014950,S002,C019963,4.0,0.10,0.0,12,2023
T0030304,12/28/2020,P046101,S003,C017374,3.0,0.00,0.0,12,2020
T0030306,7/22/2023,P003079,S004,C012190,4.0,0.00,0.0,7,2023
T0030307,2/18/2020,P008592,S002,C006118,2.0,0.00,1.0,2,2020
T0030308,4/11/2022,P039335,S003,C020543,2.0,0.00,1.0,4,2022
T0030309,1/8/2024,P043255,S003,C007317,3.0,0.00,0.0,1,2024
T0030310,6/25/2023,P006383,S003,C002186,1.0,0.00,0.0,6,2023
T0030311,1/29/2022,P034706,S002,C017636,4.0,0.20,0.0,1,2022
T0030312,4/23/2021,P003200,S002,C006235,1.0,0.00,0.0,4,2021
T0030313,10/7/2021,P038224,S002,C013705,3.0,0.10,0.0,10,2021
T0030314,8/1/2024,P045551,S005,C010417,1.0,0.10,0.0,8,2024
T0030315,7/2/2021,P035108,S001,C020392,2.0,0.00,0.0,7,2021
T0030316,12/1/2023,P040345,S001,C002840,1.0,0.10,1.0,12,2023
T0030317,6/19/2020,P023291,S001,C020156,2.0,0.00,0.0,6,2020
T0030318,10/29/2023,P004070,S001,C016171,4.0,0.00,0.0,10,2023
T0030319,12/28/2020,P006640,S003,C000257,3.0,0.00,0.0,12,2020
T0030320,1/2/2020,P006462,S004,C006001,2.0,0.00,0.0,1,2020
T0030321,6/18/2020,P013132,S005,C008365,1.0,0.00,0.0,6,2020
T0030322,9/27/2023,P049102,S003,C018258,1.0,0.00,0.0,9,2023
T0030323,10/3/2020,P008685,S001,C003540,3.0,0.00,0.0,10,2020
T0030324,1/8/2021,P032932,S005,C000173,4.0,0.00,0.0,1,2021
T0030325,6/15/2022,P034748,S001,C012872,4.0,0.00,0.0,6,2022
T0030326,10/4/2021,P015984,S004,C022306,3.0,0.10,1.0,10,2021
T0030327,5/26/2024,P018972,S004,C018101,3.0,0.00,0.0,5,2024
T0030328,6/13/2024,P004386,S004,C016902,1.0,0.10,0.0,6,2024
T0030329,3/4/2023,P025403,S001,C024768,2.0,0.30,0.0,3,2023
T0030330,1/1/2022,P001161,S002,C015566,4.0,0.00,0.0,1,2022
T0030331,11/20/2024,P046390,S003,C018852,1.0,0.00,0.0,11,2024
T0030332,5/1/2020,P048777,S003,C001625,3.0,0.00,0.0,5,2020
T0030333,1/22/2020,P028090,S002,C004040,3.0,0.20,1.0,1,2020
T0030334,11/19/2020,P005182,S005,C014968,1.0,0.20,0.0,11,2020
T0030335,10/27/2024,P021011,S003,C014574,4.0,0.00,0.0,10,2024
T0030336,5/5/2022,P000848,S003,C008652,2.0,0.00,0.0,5,2022
T0030337,4/4/2024,P014694,S002,C000726,4.0,0.30,0.0,4,2024
T0030338,7/21/2024,P008479,S003,C002433,3.0,0.00,0.0,7,2024
T0030340,4/13/2020,P045413,S005,C014515,1.0,0.20,0.0,4,2020
T0030341,6/10/2020,P023592,S002,C023668,3.0,0.10,0.0,6,2020
T0030342,10/16/2021,P048688,S003,C012296,3.0,0.00,0.0,10,2021
T0030343,8/15/2020,P021633,S002,C021269,4.0,0.00,0.0,8,2020
T0030344,11/21/2021,P031976,S004,C004603,1.0,0.10,0.0,11,2021
